spec_no,loc_ID_num,phylum,class,ordr,family,originalGenus,genus,subgenus,originalSubgenus,originalSpecies,species,subspecies,modifiers,num_individuals,element,field_num,Associated With ,ID by,ID date,Catalogued by,Notes
302758,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302759,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302760,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302761,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302762,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302763,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302764,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302765,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302766,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302767,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302768,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302769,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302770,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302771,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302772,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302773,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302774,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,"Associated with 302745, 302746",,04-29-2019,"Dangsangtong, Peter",
302775,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,"Associated with 302744, 302746",,04-29-2019,"Dangsangtong, Peter",
302776,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,"Associated with 302744, 302745",,04-29-2019,"Dangsangtong, Peter",
302777,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302778,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302779,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302780,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302781,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302782,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,Associated with 302783,,04-29-2019,"Dangsangtong, Peter",
302783,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,Associated with 302782,,04-29-2019,"Dangsangtong, Peter",
302784,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-29-2019,"Dangsangtong, Peter",
302785,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015/7B,Associated with 302786,,04-29-2019,"Dangsangtong, Peter",
302786,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015/7B,Associated with 302785,,04-29-2019,"Dangsangtong, Peter",
302787,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-02-2013/3,,,04-30-2019,"Dangsangtong, Peter",
302788,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,04-30-2019,"Dangsangtong, Peter",
302789,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015,,,04-30-2019,"Dangsangtong, Peter",
302790,V17021,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 01-15-2015,,,04-30-2019,"Dangsangtong, Peter",
302791,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",Part and counterpart
302792,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302793,V17018,,,,Pectinidae,,,,,,,,,,shell fragment,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302794,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302795,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302796,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302797,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302798,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302799,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302800,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302801,V17018,,,,pectinidae,,,,,,,,,,shell fragment,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",Part and couterpart
302802,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",Part and couterpart
302803,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",Part and couterpart
302804,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302805,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302806,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302807,V17018,,,,Pectinidae,,,,,,,,,,shell fragment,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302808,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302809,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302810,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302811,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302812,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302813,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302814,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302815,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302816,V17018,,,,Pectinidae,,,,,,,,,,shell fragment,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302817,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302818,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302819,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302820,V17018,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302821,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302822,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302823,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302824,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302825,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302826,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302827,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302828,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302829,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302830,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302831,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302832,V17018,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302833,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302834,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302835,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302836,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302837,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-01-2019,"Dangsangtong, Peter",
302838,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302839,V17018,,Bivalvia,,,,,,,,,,,,shell hash,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302840,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302841,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302842,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302843,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302844,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302845,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302846,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302847,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302848,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302849,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302850,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302851,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302852,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302853,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302854,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302855,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302856,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302857,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302858,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302859,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302860,V17018,,Bivalvia,,,,,,,,,,,,external mold; shell fragment,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302861,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302862,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302863,V17018,,Bivalvia,,,,,,,,,,,,shell fragment; external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302864,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302865,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302866,V17018,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302867,V17018,,Bivalvia,,,,,,,,,,,,external mold; shell fragment,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302868,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302869,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302870,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302871,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302872,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302873,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302874,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302875,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302876,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-07-2019,"Dangsangtong, Peter",
302877,V17018,,Bivalvia,,,,,,,,,,,,internal mold,JPW 02-09-2012/8,,,05-13-2019,"Dangsangtong, Peter",
302878,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-13-2019,"Dangsangtong, Peter",
302879,V17018,,Bivalvia,,,,,,,,,,,,external mold,JPW 02-09-2012/8,,,05-13-2019,"Dangsangtong, Peter",
302880,V17018,,Bivalvia,,,,,,,,,,,,shell hash,JPW 02-09-2012/8,,,05-13-2019,"Dangsangtong, Peter",
302881,V17013,,Bivalvia,,,,,,,,,,,,barnacle fragments,JPW 04-04-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302882,V17013,,Bivalvia,,,,,,,,,,,,barnacle fragments,JPW 04-04-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302883,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 04-04-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302884,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 04-04-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302885,V17013,,Bivalvia,,,,,,,,,,,,barnacle fragments,JPW 04-04-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302886,V17013,,Bivalvia,,Spondylidae,,,,,,,,?,,internal mold,JPW 04-04-2014/1,,"Dineen, Ashley",05-13-2019,"Dangsangtong, Peter",
302887,V17013,,Bivalvia,,,,,,,,,,,,barnacle fragments,JPW 04-04-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302888,V17013,,Bivalvia,,,,,,,,,,,,barnacle fragments,JPW 04-04-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302889,V17013,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 04-04-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302890,V17013,,Bivalvia,,,,,,,,,,,,barnacle fragments,JPW 04-04-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302891,V17010,,Bivalvia,,Yoldiidae,,,,,,,,,,internal mold,JPW 07-30-2013/4,,,05-13-2019,"Dangsangtong, Peter",
302892,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 09-27-2014/2I,,,05-13-2019,"Dangsangtong, Peter",
302893,V17013,,,,,,Astrodapsis,,,,,,,,shell cross section,JPW 04-09-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302894,V17013,Mollusca,,,,,,,,,,,,,shell hash,JPW 04-09-2014/1,,,05-13-2019,"Dangsangtong, Peter",
302895,V17013,,,,,,astrodapsis,,,,,,,,test cross section,JPW 04-09-2014/1,,,05-14-2019,"Dangsangtong, Peter",
302896,V17013,,,,,,???,,,,,,,,???,JPW 04-09-2014/1,,,05-14-2019,"Dangsangtong, Peter",
302897,V17013,,Bivalvia,,,,,,,,,,,,shell hash,JPW 04-09-2014/1,,,05-14-2019,"Dangsangtong, Peter",
302898,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 04-09-2014/1,,,05-14-2019,"Dangsangtong, Peter",
302899,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 04-09-2014/1,,,05-14-2019,"Dangsangtong, Peter",
302900,V17013,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 04-09-2014/1,,,05-14-2019,"Dangsangtong, Peter",
302901,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 04-09-2014/1,,,05-14-2019,"Dangsangtong, Peter",
302902,V17011,,Bivalvia,,Pectinidae,,,,,,,,,,"external mold, shell fragments ",JPW 08-13-2014/3,,,05-20-2019,"Mackenzie, Laura",
302903,V17011,,Bivalvia ,,,,,,,,,,,,internal mold/cast?,JPW 08-13-2014/3,,,05-20-2019,"Mackenzie, Laura",
302904,V17011,,Bivalvia,,,,,,,,,,,,internal mold ,JPW 10-01-2013,,,05-20-2019,"Mackenzie, Laura",
302905,V17011,,Bivalvia,,,,,,,,,,,,external mold,JPW 10-01-2013,,,05-20-2019,"Mackenzie, Laura",
302906,V17021,,Bivalvia,,,,,,,,,,,,external mold w/shell fragments,JPW 01-15-2015/7,,,05-20-2019,"Mackenzie, Laura",
302907,V17021,Mollusca,,,,,,,,,,,,,external mold,JPW 01-15-2015/7 ,,,05-20-2019,"Mackenzie, Laura",
302908,V17021,,Bivalvia ,,,,,,,,,,,,shell fragment,JPW 01-15-2015/7,,,05-20-2019,"Mackenzie, Laura",
302909,V17021,,Bivalvia,,,,,,,,,,,,internal mold w/shell fragments,JPW 01-15-2015/7,,,05-20-2019,"Mackenzie, Laura",
302910,V17021,,Bivalvia,,,,,,,,,,,,mold w/shell ,JPW 01-15-2015/7,,,05-20-2019,"Mackenzie, Laura",
302911,V17010,,Gastropoda,,,,,,,,,,,,,JPW 02-18-2014/2,,,05-20-2019,"Mackenzie, Laura",
302912,V17013,,Gastropoda,,,,,,,,,,,,cast/mold?,JPW 04-11-2016/4,,,05-20-2019,"Mackenzie, Laura",
302913,V17013,,Gastropoda,,,,,,,,,,,,cast w/fragments,JPW 12-17-2018/3,,,05-20-2019,"Mackenzie, Laura",
302914,V17013,,Gastropoda,,,,,,,,,,,,cast,JPW 12-17-2018/3,,,05-20-2019,"Mackenzie, Laura",
302915,V17013,,Gastropoda,,,,,,,,,,,,cast,JPW 12-17-2018/3,,,05-20-2019,"Mackenzie, Laura",
302916,V17013,,Gastropoda,,,,,,,,,,,,cast,JPW 12-17-2018/3,,,05-20-2019,"Mackenzie, Laura",
302917,V17013,,Gastropoda,,,,,,,,,,,,cast,JPW 12-17-2018/3,,,05-20-2019,"Mackenzie, Laura",
302918,V17009,,Gastropoda,,,,,,,,,,,,cast w/shell fragments,JPW 08-06-2013/IKK,,,05-20-2019,"Mackenzie, Laura",
302919,V17007,,Gastropoda,,,,,,,,,,,,cast/mold?,JPW 10-06-2014/6V,,,05-20-2019,"Mackenzie, Laura",
302920,V17013,,Bivalvia,,,,,,,,,,,,external mold,CDP 07-11-2018/6,,,05-22-2019,"Dangsangtong, Peter",
302921,V17013,,Bivalvia,,,,,,,,,,,,external mold,CDP 07-11-2018/6,,,05-22-2019,"Dangsangtong, Peter",part and counterpart
302922,V17013,,Cirripedia,,,,,,,,,,,,shell fragment,CDP 07-11-2018/6,,,05-22-2019,"Dangsangtong, Peter",
302923,V17013,,Bivalvia,,,,,,,,,,,,internal mold,CDP 07-11-2018/6,,,05-22-2019,"Dangsangtong, Peter",
302924,V17013,,,,Pectinidae,,,,,,,,,,shell,CDP 07-11-2018/6,,,05-22-2019,"Dangsangtong, Peter",part and counterpart
302925,V17013,,Cirripedia,,,,,,,,,,,,barnacle hash,CDP 07-11-2018/6,,,05-22-2019,"Dangsangtong, Peter",
302926,V17013,,Bivalvia,,,,,,,,,,,,internal mold,CDP 07-11-2018/6,,,05-22-2019,"Dangsangtong, Peter",
302927,V17013,,Bivalvia,,,,,,,,,,,,external mold,CDP 07-11-2018/6,Associated with v-364118,,05-23-2019,"Dangsangtong, Peter",Bone present
302928,V17013,,,,,,Teredolites,,,,,,,,burrows,CDP 03-26-2019/1,,,05-23-2019,"Dangsangtong, Peter",
302929,V17021,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 01-15-2015/7,,,05-23-2019,"Dangsangtong, Peter",Lot catalogue
302930,V17021,ichnofossil,,,,,,,,,,,,,burrows,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302931,V17021,ichnofossil,,,,,,,,,,,,,burrows,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302932,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302933,V17021,ichnofossil,,,,,,,,,,,,,burrows,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302934,V17021,ichnofossil,,,,,,,,,,,,,burrows,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302935,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302936,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302937,V17021,ichnofossil,,,,,,,,,,,,,burrow?,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302938,V17021, ,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302939,V17021,,Gastropoda,,,,,,,,,,,,internal mold,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302940,V17021,,Gastropoda,,,,,,,,,,,,internal mold,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302941,V17021,,Gastropoda?,,,,,,,,,,,,shell cross section,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302942,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302943,V17021,, ,,,,,,,,,,,,shell hash,JPW 01-15-2015,Associated with 301075; 301076; 301077,,05-23-2019,"Dangsangtong, Peter",
302944,V17007,Foraminifera,,,,,,,,,,,,2,tests,JPW 04-05-2012/3 ,,"Redinger, Tara",05-24-2019,"Redinger, Tara","yellow in color, originally believed to be fishscales"
302945,V17021,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 01-15-2015/7JJ,Associated with 302946,,05-29-2019,"Mackenzie, Laura",
302946,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7JJ,Associated with 302945,,05-29-2019,"Mackenzie, Laura",
302947,V17021,,Bivalvia ,,,,,,,,,,,,shell,JPW 01-15-2015/7JJ,Associated with 302948,,05-29-2019,"Mackenzie, Laura",
302948,V17021,,Bivalvia,,,,,,,,,,,,shell,JPW 01-15-2015/7JJ,Associated with 302947,,05-29-2019,"Mackenzie, Laura",
302949,V17013,,Gastropoda,,,,,,,,,,,,shell fragment ,CDP 01-29-2019/2,,,05-29-2019,"Mackenzie, Laura",
302950,V17013,,Gastropoda,,,,,,,,,,,,shell fragment,JPW 08-10-2018/3,,,05-29-2019,"Mackenzie, Laura",
302951,V17013,,Gastropoda,,,,,,,,,,,,"fragment, part + counterpart",JPW 03-16-2017/1,,,05-29-2019,"Mackenzie, Laura",
302952,V17013,,Bivalvia ,,,,,,,,,,,,shell,JPW 03-16-2017/1,,,05-29-2019,"Mackenzie, Laura",
302953,V17013,,Bivalvia ,,,,,,,,,,,,shell,JPW 03-16-2017/1,,,05-29-2019,"Mackenzie, Laura",
302954,V17010,,Bivalvia ,,,,,,,,,,,,shell fragments ,JPW 12-17-2014/6,,,05-29-2019,"Mackenzie, Laura",
302955,V17022,,Bivalvia ,,Pectinidae ,,,,,,,,,,shell fragmnet ,JPW 03-06-2013; JPW 02-26-2013,,,05-30-2019,"Mackenzie, Laura",
302956,V17022,,Bivalvia ,,Pectinidae ,,,,,,,,,,shell fragment ,JPW 03-06-2013; JPW 02-26-2013,,,05-30-2019,"Mackenzie, Laura",
302957,V17022,,Bivalvia ,,Pectinidae ,,,,,,,,,,shell fragment ,JPW 03-06-2013; JPW 02-26-2013,,,05-30-2019,"Mackenzie, Laura",
